readID,score,taxid,superkingdom,phylum,class,order,family,genus,species
41d0e3b5-8f16-4ca2-8719-25d495d60e3d,3.66e-30,73044,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces seoulensis
41d94483-bc96-4b75-b251-e5c9e837c502,2.47e-04,300019,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium paludicola
41e43e37-d186-48d7-a975-0e8e3a8074e4,5.65e-96,2589797,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Georgenia,Georgenia sp. Z443
41e57d75-5e05-41e7-b6b0-347d9dd672bd,1.33e-45,2722825,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. DMU1
40bcb1d1-cf6d-4616-a738-84f1b3610ab1,0.15,717646,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia panamericana
40d6b14e-7fd0-4e72-8c87-f7e11bfcf7d3,0.16,1813182,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. JS12
40e6d6ba-d2ea-4a25-939d-d555f6acf808,1.29e-131,2493681,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1
40fbadbb-3beb-449b-aa36-8cd748246b11,0.0,2107713,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp. A1-2
39b3016b-841f-4285-af4c-10aecbc9d531,3.80e-06,240521,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium daejeonense
39c45d39-8010-4fad-a170-f50d72d00a48,0.14,515393,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas yamanorum
39c6dbf9-d3ec-49ae-9a5d-57dd5dd5048d,5.67e-08,309801,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium,Thermomicrobium roseum
39c759ae-3ddf-4d3e-9282-f66e729b4a38,1.17e-114,2866715,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. BHT-5-2
39e0d210-6b7a-4ec8-9f59-450d7499e4e1,0.55,37326,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia brasiliensis
39e9372b-293a-4685-b42d-c75cd5dfd061,7.98e-08,1637862,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. LA-2-3-30-S1-D2
038d7171-dff8-4625-8acb-f3be7a8a2547,2.01e-26,56,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum
038ee623-95cc-443b-9fe9-67500031ff4c,1.76e-15,639200,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,<missing>,Sphaerotilus,Sphaerotilus natans
38e29b34-7ac9-46df-a7b2-fc49d17f8ae1,1.85e-12,30069,Eukaryota,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles stephensi
37b8d88a-7f18-4c89-8ce5-360cc4938d80,7.30e-12,2728835,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter luteus
37db129a-1562-44fd-92cc-7fe1f485bc32,1.45e-11,2866627,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Hydrogenibacillus,Hydrogenibacillus sp. N12
37ddac85-0563-4aa8-af75-7c2a7c51f9b2,2.79e-131,2026190,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mobilis
37e832fd-3846-44c4-8e4a-31ea9240168c,7.24e-21,1984801,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CLI2509
37ea3fb0-6bab-4ec9-8f5b-3a504eb4a417,0.0,2732511,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp. H242
36a2e822-f61e-4b41-b5b7-7e409ab86b55,3.44e-07,222805,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium intracellulare
36ad9010-e52b-459c-a3c2-fc3eeca82335,0.017,1885,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces actuosus
36cd197b-d54f-4cf4-ae0e-253db225a605,7.78e-14,294,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
36eaea2a-180f-4d04-94d0-d2d9cc876b01,2.86e-118,173560,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix algeriensis
35b7812a-aa52-4e83-9b09-857abecec408,2.29e-07,2213200,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia mangyaensis
35baf2a2-9287-46d9-8474-a54ca5cc27f2,0.0,649831,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes sp. N902-109
34a374ac-000c-4d7d-92ed-7ce8a171358d,0.22,7425,Eukaryota,Arthropoda,Insecta,Hymenoptera,Pteromalidae,Nasonia,Nasonia vitripennis
34b5c658-7c6d-4f57-9718-945ecfe13068,4.04e-05,2005884,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,Thauera sp. K11
34c5a1c6-5a3a-4c85-b69c-5d38f11f87f0,6.22e-161,2202828,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium radiodurans
34e21283-e11b-4216-8e7b-e8d11fa5668c,2.35e-08,2598579,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus
34ed343a-e6ac-4f64-b6a6-a5854f5ee072,3.04e-29,2822368,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter sp. CECT 30171
33b6e45c-5639-4a3f-8581-e220cf30a451,4.18e-37,2812560,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Conexibacteraceae,Conexibacter,Conexibacter sp. SYSU D00693
33cf7339-564c-4fbb-9698-bdb70c399fda,2.89e-101,28450,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
33eb86d3-f734-4078-9da2-f5b5fa3301eb,0.0,2509457,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Xylanimicrobium,Xylanimicrobium sp. FW10M-9
33f7ccbf-f195-428b-a0e6-586553e820b8,4.14e-04,1855352,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. TLI_053
33f808d6-d95d-4104-82a8-9d107f7561cb,0.018,1609977,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas hengshuiensis
32d6b19d-8eab-4cbe-abce-4175513ac4b0,5.82e-07,1977087,Bacteria,Proteobacteria,<missing>,<missing>,<missing>,<missing>,Proteobacteria bacterium
31cf0046-eac9-4fcc-9850-e6c30bd04194,0.14,68175,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces antimycoticus
31e62f88-0f13-49da-bdc9-8719454b7329,0.17,1335048,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Frigidibacter,Frigidibacter mobilis
31e70a43-8813-4b07-9622-3f7aa16cb8ee,9.69e-16,2072503,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus,Actinoalloteichus sp. AHMU CJ021
30acb78c-a40f-45e2-a1dd-9b136c3c4df4,2.98e-10,2811421,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. R79
30bbcbf7-d70c-451f-babf-3c66df2e430a,3.50e-10,2698679,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. C33
30bc9ec3-1fa1-4152-9cd7-51a6b585eb67,6.64e-41,1160705,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces viridochromogenes
30c2ee74-86a5-4f3d-a53b-f3ea53132361,0.0,749927,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis mediterranei
30d22a31-cc33-4d17-8f02-3b78fac0441b,5.36e-10,273677,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium oleivorans
30dc1300-38a3-40dc-bf43-71eda173891b,1.41e-73,2575373,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. dk3136
30de5c3f-9903-4e8e-bd3e-81aec8ddf177,1.49e-119,228899,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus asahii
30e4567f-71f7-4ff0-aa27-a6ece6e50f1e,3.96e-118,2712222,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,<missing>,Nordella,Nordella sp. HKS 07
30eb1c55-d7e9-4584-9868-d35886908c57,2.83e-160,2045,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Pimelobacter,Pimelobacter simplex
30f08c38-142a-4970-ba5e-638d13619454,0.0,48,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium gephyra
29cbd5a4-cd53-4cc0-bf20-a6ede2bb65fb,0.015,2651334,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,Microvirga thermotolerans
29d142b2-c2c3-4203-b8a3-d77b96a9f085,3.98e-162,84531,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter antibioticus
29e5d6fd-7f88-45e9-8774-1fbe09a79ebb,0.092,270351,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium aquaticum
28ae646e-a688-4203-9a33-27dc83ae624c,4.43e-05,453783,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter soli
28bcb8a1-b83c-4263-aeeb-9eeb922fb072,6.27e-09,2782169,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. NY27
28d1c31a-7b25-47a8-806b-b84d37c7fbea,0.10,292913,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. 113P3
28f975b6-1eb0-4e34-ab6e-9fb633ae01fd,7.32e-72,2831969,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Nocardiopsaceae,Nocardiopsis,Nocardiopsis sp. Mg02
27add5a9-4562-4af6-9966-1fef8efca7cb,0.002,1169025,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces pratensis
27b25a1e-c40b-4926-9da1-ddc58b6a0e31,6.81e-11,2732249,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas groenlandica
27c49f7f-1734-403a-bfb2-b8d57d56d4d1,0.0,2714939,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. HDW12B
27d981fc-c712-42b3-b4c2-e7a76ef854c3,3.08e-94,1181549,Bacteria,<missing>,<missing>,<missing>,<missing>,<missing>,uncultured bacterium contig00068
27e90415-a3b9-4c3b-923a-6d080447025f,5.21e-103,2867006,Bacteria,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Glycomyces,Glycomyces sp. TRM65418
026c7fda-893c-4b8e-9bf3-308f38cba0ab,1.34e-96,2518371,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides seonyuensis
26b7269d-2a21-4c7e-a257-ff87032f5ac9,0.0,2041,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium erythreum
26eae07b-5994-4b13-ade7-c1ef6085b4fd,0.006,538025,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium etli
26f84627-01d6-417c-967d-02a528fee7d7,2.49e-147,2781735,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix sp. 6-C
26f90931-5c62-49d2-969c-3d7ede3c798b,1.34e-11,39478,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces laurentii
025ef6cc-42e1-4bc2-a108-970489e7f61e,0.0,2067415,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter sp. TH136
25a95f53-c41e-4015-8b3c-a02c8b7664f3,0.048,2749844,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora sp. 28ISP2-46
25df2721-3eb2-4bc7-bc0f-758b4c30a499,6.44e-29,390989,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Actinocatenispora,Actinocatenispora sera
024e6149-d04b-4490-a459-03a88bbd80a5,0.001,155900,<missing>,<missing>,<missing>,<missing>,<missing>,<missing>,uncultured organism
24ba2e62-d0d1-4173-b2a1-e91784861fff,7.46e-15,386,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
24c3590d-0baf-47f9-bc7a-8db8e25eec73,0.0,278992,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces ambofaciens
24d003bb-888a-4f7a-8ed9-22fb439a7cef,5.27e-08,2698673,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium sp. 502str22
24e6fa26-d289-45c9-9ae9-6e740e1c487d,1.37e-06,1909395,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nonomuraea,Nonomuraea sp. ATCC 55076
24f138fd-7871-4167-b8c1-fac82834428b,3.00e-112,2772401,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter sp. BIM B-2242
023e5ab8-998c-4a63-8d22-7390d8c0cec4,1.25e-108,2014887,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum robiniae
23a8e366-b2cc-4ac8-85c2-266ef8786b6a,1.86e-07,2773266,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Agreia,Agreia sp. COWG
23b5e959-f29a-42ff-9722-5bc7ca616e13,0.0,931866,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium ottawaense
23bd6a73-a348-4605-8588-469126d0645e,0.0,1141883,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia putida
23c40cd0-ea53-4d88-8f1f-ea5488e99678,1.33e-101,1758689,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Ornithinimicrobiaceae,Serinicoccus,Serinicoccus hydrothermalis
23d1b04c-afb3-4df8-865e-2b915fafac97,1.38e-20,2589074,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sambongensis
22a544f5-95ec-459a-94e7-ac2b36f73589,3.78e-10,1926868,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax monticola
22a77e72-8f3a-49b2-8270-96c5211356af,7.81e-17,2711156,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,Rhizorhabdus sp. MK52
22baab4e-48bc-4d62-8250-8d2273b0f744,1.28e-16,48,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium gephyra
22d0550c-758c-4411-83c1-c0b12f672014,0.0,2775496,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp. TY59
22e99e71-f3c2-41fa-ad05-0a2eabc8df30,9.48e-47,930171,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Pseudarthrobacter,Pseudarthrobacter phenanthrenivorans
22ec5860-b59d-4f94-a2f5-5471577abe46,2.55e-06,2493680,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1
22f9c584-9655-4881-9c40-e3d8307e20cf,1.96e-94,1404768,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium amphicarpaeae
22fa7a28-4d06-4df4-9fe4-ba141e79657b,4.89e-22,316058,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris
21e5828b-8c8b-4e01-ae45-1f7bb9868b52,0.011,1906274,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. JZ31
020c41f3-9fda-43a9-b025-666fbacfe822,2.22e-12,56455,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas hyacinthi
20d09ebf-b399-4f2c-92db-5ee9a003b2cc,0.21,2728020,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella sp. GN2-R2
20d2f6a8-c545-4d39-af58-1ade7dc2daa0,0.0,2758442,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Actinotalea,Actinotalea sp. JY-7876
20ec2b60-dc1e-4ba2-854e-59e6dc92ff4b,0.0,2872154,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. SCSIO 67246
19a95f3a-b845-4c31-ab65-e0dd0cc7b66d,2.17e-25,387,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum
19bcba47-9ef1-4583-88b7-ba9fd5c0e617,7.10e-85,2816454,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae,Aureimonas,Aureimonas sp. OT7
19cf563e-15e3-4056-9225-1404f57d1eab,4.51e-55,434009,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. PBL-H6
19d1561a-788e-4fbd-9a8d-ae4572689f73,2.61e-85,2732511,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter sp. H242
19ecd05a-b602-4918-8171-fe43a38d725c,8.66e-07,2518370,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides euryhalodurans
19ffa231-565c-445c-918a-168f12fcdf11,1.20e-51,1333528,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. GMY02
018bb474-3d03-44ab-b24e-01958a32bdde,1.59e-92,2518370,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides euryhalodurans
018c7ab1-bea9-4843-8655-26c81dbcde2e,8.29e-26,1404888,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. 1(2017)
18a01956-b617-4a55-a9cd-a4ad7f5e53d8,0.034,2766784,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sp. Nx66
18b97a4b-95c2-4e1b-a3c7-8cd3cb2f8ae4,0.0,1915,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces lincolnensis
18d03835-4e1a-44c0-b551-a001dfc00c10,0.011,57704,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Tsukamurellaceae,Tsukamurella,Tsukamurella tyrosinosolvens
18eb939c-8355-4107-9894-f8da779b9f07,0.18,284034,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces olivoreticuli
18fec874-6ec8-42b3-915f-af2f38a6625c,2.71e-07,83451,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Archangium,Archangium violaceum
17ab570a-ac2e-4c2b-97ee-fb1496f0efe6,2.33e-112,2558918,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides cynanchi
17c9de36-524a-4e60-bb26-0491cca949ed,4.46e-25,2861765,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Spirosomaceae,Dyadobacter,Dyadobacter sp. NIV53
17fa4dfc-ce6f-49da-890e-3b021161c20a,9.13e-30,650,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas jandaei
16b737b7-5750-4e5c-9978-b7f7b85a6dc8,6.05e-13,2567884,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. SGAir0479
16f51230-417e-4de5-9301-74d6275e0df3,7.70e-09,291594,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Micromonospora,Micromonospora rifamycinica
15bbbf9e-32ec-4abc-ba29-c422ce2cbd4e,1.92e-34,1463158,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,Thermomonas carbonis
15c46473-e15e-41a5-83b3-18efb7497c07,0.0,2744522,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. L-8-3
15e022e5-208d-4d8f-b38a-3ea34a8bd413,0.075,2494374,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,Tabrizicola piscis
014b5f91-b63d-4fcc-91b5-b91a48eda8bb,5.51e-167,1355477,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens
14bce9bd-6904-4d14-890b-ff81510dbaa9,5.17e-06,162426,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium hominis
14be9d40-e20b-4e97-8dd7-e07747d58dea,2.35e-13,2591108,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura sp. WMMA1423
14cfce1a-40de-4267-829b-3aa95da9034c,1.21e-94,116188,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces coeruleorubidus
13b8f90b-994c-43f6-87d2-95e3a75e317e,1.46e-08,1771,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium phlei
13ceef8e-dfa7-4b19-b135-a502d6cbd5a2,2.97e-10,2763008,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides sp. zg-1228
13d7d142-f7f1-402c-b23c-5be9947d1360,2.29e-16,114,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata obscuriglobus
13fa9074-2143-4e08-b49a-a16165ded4f1,4.39e-04,217070,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Stellaceae,Stella,Stella vacuolata
13fcc0b1-b94f-402c-92bf-339d6713d1d6,0.028,1270,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Micrococcus,Micrococcus luteus
12a1f6fa-f771-4ed2-ba1d-54be70ece55c,0.035,2528023,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Urbifossiella,Urbifossiella limnaea
12cbda22-41c0-4057-b096-91bfa2332d71,7.11e-12,682798,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinolyticbacter,Chitinolyticbacter meiyuanensis
12ec3f44-a914-42c9-9ff9-5a9ed8f02460,0.0,1355477,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium diazoefficiens
11c68020-dd0e-460f-ae4e-b40f8b76bdae,1.34e-05,1241981,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium lactis
11dd0016-665e-40d6-9460-5b60b2a28f46,0.12,540747,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius indicus
11eeb840-da23-434c-8865-8ef762aa726d,0.027,945844,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia oculi
10aa0f09-2236-412b-80c2-32d39dd0b6be,1.49e-79,68209,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces globosus
10b1b50c-f4d3-42d0-9d33-ff2e2179c045,0.004,1885025,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Pleomorphomonadaceae,Pleomorphomonas,Pleomorphomonas sp. SM30
10ba7762-fbb4-4a99-8426-446c61f4dd97,3.34e-21,2486273,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. OPL5
10db3048-a469-4da3-9724-7141cb0f8085,0.003,530564,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellula,Pirellula staleyi
10deb81b-ae7f-43f2-a686-fc5ef06ffdf5,1.76e-09,2153485,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. endophyte_N2
10ee8c35-1cc3-4de5-b3c0-53f8ee627dd5,6.68e-159,2609254,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Rathayibacter,Rathayibacter sp. VKM Ac-2762
10f212c5-4114-4228-8039-558681211b1f,0.010,13690,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium yanoikuyae
